Area_Code,State,Market,Market_Size,Profit,Margin,Sales,COGS,Total_Expenses,Marketing,Inventory,Budget_Profit,Budget_COGS,Budget_Margin,Budget_Sales,ProductId,Date,Product_Type,Product,Type
262,Wisconsin,Central,Small Market,50.0,96.0,177.0,81.0,46.0,25.0,1046.0,70.0,90.0,110.0,200.0,5,06/01/10 00:00:00,Espresso,Caffe Mocha,Regular
262,Wisconsin,Central,Small Market,59.0,81.0,168.0,69.0,45.0,21.0,965.0,50.0,80.0,90.0,170.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular
262,Wisconsin,Central,Small Market,62.0,84.0,164.0,70.0,42.0,21.0,957.0,60.0,80.0,100.0,180.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
262,Wisconsin,Central,Small Market,71.0,94.0,185.0,80.0,46.0,24.0,1055.0,120.0,110.0,140.0,250.0,5,10/01/11 00:00:00,Espresso,Caffe Mocha,Regular
262,Wisconsin,Central,Small Market,74.0,96.0,188.0,80.0,46.0,24.0,1079.0,80.0,100.0,120.0,220.0,5,12/01/11 00:00:00,Espresso,Caffe Mocha,Regular
262,Wisconsin,Central,Small Market,34.0,62.0,110.0,48.0,28.0,15.0,623.0,50.0,50.0,70.0,120.0,6,01/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,35.0,62.0,110.0,48.0,27.0,15.0,599.0,50.0,50.0,70.0,120.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,34.0,62.0,110.0,48.0,28.0,15.0,593.0,50.0,50.0,70.0,120.0,6,06/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,18.0,39.0,69.0,30.0,21.0,9.0,581.0,30.0,30.0,50.0,80.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,13.0,32.0,56.0,24.0,19.0,7.0,567.0,30.0,30.0,40.0,70.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,50.0,63.0,119.0,49.0,29.0,16.0,611.0,60.0,50.0,80.0,130.0,6,03/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,25.0,39.0,68.0,30.0,20.0,9.0,581.0,30.0,30.0,50.0,80.0,6,08/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,15.0,29.0,54.0,22.0,19.0,7.0,573.0,50.0,20.0,50.0,70.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
262,Wisconsin,Central,Small Market,63.0,105.0,167.0,62.0,42.0,19.0,346.0,70.0,50.0,90.0,140.0,8,03/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
262,Wisconsin,Central,Small Market,46.0,84.0,133.0,49.0,38.0,15.0,342.0,50.0,40.0,70.0,110.0,8,04/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
262,Wisconsin,Central,Small Market,40.0,65.0,103.0,39.0,33.0,12.0,380.0,40.0,30.0,60.0,90.0,8,07/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
262,Wisconsin,Central,Small Market,79.0,94.0,161.0,57.0,41.0,17.0,349.0,70.0,40.0,90.0,130.0,8,09/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
262,Wisconsin,Central,Small Market,71.0,88.0,150.0,53.0,40.0,16.0,321.0,50.0,50.0,80.0,130.0,8,11/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
262,Wisconsin,Central,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,772.0,50.0,40.0,60.0,100.0,9,02/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,51.0,77.0,130.0,53.0,26.0,14.0,803.0,60.0,40.0,70.0,110.0,9,05/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,58.0,85.0,144.0,59.0,27.0,16.0,870.0,60.0,50.0,70.0,120.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,63.0,91.0,154.0,63.0,28.0,17.0,864.0,70.0,50.0,80.0,130.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,45.0,70.0,118.0,48.0,25.0,13.0,851.0,60.0,30.0,60.0,90.0,9,10/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,27.0,47.0,78.0,31.0,20.0,8.0,856.0,40.0,20.0,50.0,70.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,70.0,72.0,129.0,49.0,25.0,13.0,779.0,50.0,40.0,60.0,100.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,70.0,77.0,129.0,53.0,24.0,14.0,803.0,60.0,40.0,70.0,110.0,9,05/01/11 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,80.0,85.0,143.0,59.0,25.0,16.0,870.0,60.0,50.0,70.0,120.0,9,07/01/11 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,87.0,91.0,153.0,63.0,26.0,17.0,864.0,70.0,50.0,80.0,130.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,67.0,70.0,126.0,48.0,25.0,13.0,851.0,60.0,30.0,60.0,90.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
262,Wisconsin,Central,Small Market,31.0,68.0,114.0,46.0,37.0,14.0,388.0,40.0,30.0,70.0,100.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,30.0,67.0,113.0,46.0,37.0,14.0,449.0,40.0,20.0,50.0,70.0,11,10/01/10 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,33.0,71.0,120.0,49.0,38.0,15.0,454.0,20.0,40.0,50.0,90.0,11,11/01/10 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,28.0,63.0,106.0,43.0,35.0,13.0,466.0,20.0,30.0,50.0,80.0,11,12/01/10 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,46.0,68.0,121.0,46.0,37.0,14.0,388.0,40.0,30.0,70.0,100.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,33.0,59.0,98.0,40.0,33.0,12.0,443.0,20.0,30.0,50.0,80.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,29.0,54.0,89.0,36.0,31.0,11.0,462.0,10.0,30.0,40.0,70.0,11,07/01/11 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,45.0,67.0,120.0,46.0,37.0,14.0,449.0,40.0,20.0,50.0,70.0,11,10/01/11 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,42.0,63.0,113.0,43.0,35.0,13.0,466.0,20.0,30.0,50.0,80.0,11,12/01/11 00:00:00,Tea,Darjeeling,Regular
262,Wisconsin,Central,Small Market,7.0,105.0,180.0,75.0,98.0,68.0,522.0,10.0,60.0,90.0,150.0,12,01/01/10 00:00:00,Tea,Earl Grey,Regular
262,Wisconsin,Central,Small Market,2.0,90.0,154.0,64.0,88.0,58.0,551.0,10.0,50.0,80.0,130.0,12,05/01/10 00:00:00,Tea,Earl Grey,Regular
262,Wisconsin,Central,Small Market,11.0,105.0,201.0,75.0,103.0,68.0,522.0,10.0,60.0,90.0,150.0,12,01/01/11 00:00:00,Tea,Earl Grey,Regular
262,Wisconsin,Central,Small Market,1.0,87.0,160.0,63.0,86.0,57.0,506.0,10.0,50.0,80.0,130.0,12,03/01/11 00:00:00,Tea,Earl Grey,Regular
262,Wisconsin,Central,Small Market,0.0,84.0,153.0,60.0,84.0,54.0,606.0,0.0,40.0,50.0,90.0,12,10/01/11 00:00:00,Tea,Earl Grey,Regular
262,Wisconsin,Central,Small Market,-4.0,76.0,140.0,55.0,79.0,49.0,627.0,0.0,40.0,60.0,100.0,12,12/01/11 00:00:00,Tea,Earl Grey,Regular
281,Texas,South,Major Market,292.0,295.0,582.0,251.0,98.0,77.0,1268.0,280.0,310.0,370.0,680.0,2,09/01/11 00:00:00,Coffee,Columbian,Regular
281,Texas,South,Major Market,94.0,107.0,188.0,83.0,36.0,27.0,584.0,100.0,100.0,130.0,230.0,3,05/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
281,Texas,South,Major Market,39.0,51.0,96.0,39.0,25.0,12.0,541.0,80.0,40.0,90.0,130.0,3,10/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
281,Texas,South,Major Market,120.0,163.0,276.0,113.0,43.0,31.0,897.0,120.0,90.0,140.0,230.0,5,06/01/10 00:00:00,Espresso,Caffe Mocha,Regular
281,Texas,South,Major Market,33.0,80.0,140.0,60.0,47.0,19.0,336.0,50.0,50.0,80.0,130.0,8,01/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
281,Texas,South,Major Market,51.0,80.0,157.0,60.0,49.0,19.0,336.0,50.0,50.0,80.0,130.0,8,01/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
281,Texas,South,Major Market,35.0,72.0,121.0,49.0,37.0,15.0,351.0,40.0,40.0,70.0,110.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf
281,Texas,South,Major Market,19.0,51.0,85.0,34.0,32.0,10.0,432.0,30.0,30.0,50.0,80.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
281,Texas,South,Major Market,19.0,51.0,85.0,34.0,32.0,10.0,428.0,30.0,30.0,50.0,80.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf
281,Texas,South,Major Market,40.0,64.0,114.0,43.0,37.0,13.0,363.0,30.0,40.0,60.0,100.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
281,Texas,South,Major Market,30.0,79.0,131.0,52.0,49.0,17.0,-456.0,40.0,40.0,70.0,110.0,4,07/01/10 00:00:00,Espresso,Caffe Latte,Regular
281,Texas,South,Major Market,46.0,81.0,134.0,54.0,45.0,17.0,-321.0,40.0,40.0,70.0,110.0,4,06/01/11 00:00:00,Espresso,Caffe Latte,Regular
303,Colorado,Central,Major Market,105.0,144.0,243.0,99.0,39.0,27.0,766.0,120.0,100.0,150.0,250.0,1,02/01/10 00:00:00,Coffee,Amaretto,Regular
303,Colorado,Central,Major Market,134.0,126.0,227.0,87.0,36.0,24.0,756.0,100.0,90.0,130.0,220.0,1,03/01/11 00:00:00,Coffee,Amaretto,Regular
303,Colorado,Central,Major Market,199.0,179.0,322.0,123.0,45.0,34.0,959.0,130.0,120.0,170.0,290.0,1,12/01/11 00:00:00,Coffee,Amaretto,Regular
303,Colorado,Central,Major Market,68.0,107.0,190.0,83.0,39.0,27.0,584.0,80.0,80.0,110.0,190.0,2,05/01/10 00:00:00,Coffee,Columbian,Regular
303,Colorado,Central,Major Market,101.0,107.0,202.0,83.0,39.0,27.0,613.0,80.0,80.0,110.0,190.0,2,02/01/11 00:00:00,Coffee,Columbian,Regular
303,Colorado,Central,Major Market,98.0,112.0,197.0,87.0,38.0,28.0,564.0,80.0,90.0,110.0,200.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular
303,Colorado,Central,Major Market,62.0,74.0,141.0,58.0,32.0,19.0,548.0,50.0,60.0,70.0,130.0,2,09/01/11 00:00:00,Coffee,Columbian,Regular
303,Colorado,Central,Major Market,40.0,51.0,96.0,39.0,24.0,12.0,541.0,50.0,30.0,50.0,80.0,2,10/01/11 00:00:00,Coffee,Columbian,Regular
303,Colorado,Central,Major Market,105.0,145.0,245.0,100.0,40.0,28.0,822.0,120.0,100.0,150.0,250.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,147.0,137.0,247.0,95.0,38.0,26.0,809.0,110.0,100.0,140.0,240.0,3,02/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,150.0,139.0,249.0,95.0,38.0,26.0,799.0,110.0,100.0,140.0,240.0,3,03/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,156.0,145.0,261.0,100.0,40.0,28.0,822.0,120.0,100.0,150.0,250.0,3,04/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,155.0,152.0,254.0,104.0,37.0,29.0,871.0,120.0,110.0,150.0,260.0,3,05/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,192.0,185.0,309.0,127.0,43.0,35.0,1007.0,150.0,130.0,190.0,320.0,3,07/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
303,Colorado,Central,Major Market,30.0,56.0,100.0,44.0,26.0,14.0,623.0,30.0,30.0,50.0,80.0,13,01/01/10 00:00:00,Tea,Green Tea,Regular
303,Colorado,Central,Major Market,32.0,60.0,106.0,46.0,28.0,15.0,608.0,40.0,30.0,60.0,90.0,13,04/01/10 00:00:00,Tea,Green Tea,Regular
303,Colorado,Central,Major Market,27.0,53.0,94.0,41.0,26.0,13.0,592.0,30.0,30.0,50.0,80.0,13,07/01/10 00:00:00,Tea,Green Tea,Regular
303,Colorado,Central,Major Market,47.0,56.0,112.0,44.0,27.0,14.0,623.0,30.0,30.0,50.0,80.0,13,01/01/11 00:00:00,Tea,Green Tea,Regular
303,Colorado,Central,Major Market,47.0,60.0,113.0,46.0,28.0,15.0,608.0,40.0,30.0,60.0,90.0,13,04/01/11 00:00:00,Tea,Green Tea,Regular
303,Colorado,Central,Major Market,54.0,80.0,134.0,54.0,26.0,15.0,456.0,70.0,60.0,90.0,150.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,88.0,124.0,210.0,86.0,36.0,24.0,499.0,120.0,90.0,150.0,240.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,98.0,136.0,230.0,94.0,38.0,26.0,608.0,140.0,100.0,170.0,270.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,84.0,118.0,199.0,81.0,34.0,22.0,588.0,110.0,90.0,140.0,230.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,79.0,111.0,187.0,76.0,32.0,21.0,580.0,170.0,100.0,180.0,280.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,48.0,73.0,123.0,50.0,25.0,14.0,589.0,70.0,60.0,90.0,150.0,5,11/01/10 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,119.0,112.0,201.0,77.0,32.0,21.0,449.0,110.0,80.0,140.0,220.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,137.0,136.0,228.0,94.0,34.0,26.0,562.0,140.0,100.0,170.0,270.0,5,06/01/11 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,71.0,73.0,131.0,50.0,25.0,14.0,589.0,70.0,60.0,90.0,150.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular
303,Colorado,Central,Major Market,59.0,114.0,189.0,75.0,55.0,24.0,549.0,90.0,80.0,140.0,220.0,6,02/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,44.0,96.0,160.0,64.0,52.0,21.0,593.0,60.0,70.0,110.0,180.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,33.0,81.0,135.0,54.0,48.0,17.0,641.0,50.0,60.0,90.0,150.0,6,06/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,31.0,79.0,131.0,52.0,48.0,17.0,668.0,50.0,60.0,90.0,150.0,6,07/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,39.0,90.0,150.0,60.0,51.0,19.0,656.0,60.0,60.0,110.0,170.0,6,09/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,56.0,110.0,182.0,72.0,54.0,23.0,650.0,130.0,100.0,160.0,260.0,6,10/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,58.0,114.0,189.0,75.0,56.0,24.0,659.0,100.0,90.0,150.0,240.0,6,11/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,71.0,102.0,181.0,68.0,54.0,22.0,559.0,80.0,70.0,130.0,200.0,6,04/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,43.0,79.0,130.0,52.0,45.0,17.0,668.0,50.0,60.0,90.0,150.0,6,07/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
303,Colorado,Central,Major Market,94.0,163.0,325.0,162.0,69.0,45.0,1091.0,100.0,130.0,150.0,280.0,8,04/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
303,Colorado,Central,Major Market,81.0,146.0,291.0,145.0,65.0,40.0,1304.0,80.0,120.0,130.0,250.0,8,07/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
303,Colorado,Central,Major Market,82.0,146.0,291.0,145.0,64.0,40.0,1292.0,80.0,120.0,130.0,250.0,8,08/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
303,Colorado,Central,Major Market,87.0,153.0,306.0,153.0,66.0,42.0,1319.0,80.0,140.0,140.0,280.0,8,12/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
303,Colorado,Central,Major Market,129.0,155.0,330.0,155.0,68.0,43.0,1280.0,90.0,130.0,140.0,270.0,8,09/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
303,Colorado,Central,Major Market,-5.0,71.0,122.0,51.0,76.0,46.0,503.0,30.0,30.0,60.0,90.0,9,10/01/10 00:00:00,Herbal Tea,Lemon,Decaf
303,Colorado,Central,Major Market,-4.0,73.0,125.0,52.0,77.0,47.0,509.0,10.0,40.0,70.0,110.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
303,Colorado,Central,Major Market,-6.0,73.0,133.0,52.0,77.0,47.0,421.0,20.0,40.0,70.0,110.0,9,03/01/11 00:00:00,Herbal Tea,Lemon,Decaf
303,Colorado,Central,Major Market,-10.0,63.0,106.0,44.0,65.0,40.0,496.0,10.0,30.0,60.0,90.0,9,06/01/11 00:00:00,Herbal Tea,Lemon,Decaf
303,Colorado,Central,Major Market,-14.0,56.0,94.0,39.0,61.0,36.0,517.0,0.0,30.0,50.0,80.0,9,07/01/11 00:00:00,Herbal Tea,Lemon,Decaf
303,Colorado,Central,Major Market,33.0,80.0,140.0,60.0,47.0,19.0,329.0,40.0,50.0,70.0,120.0,10,02/01/10 00:00:00,Herbal Tea,Mint,Decaf
303,Colorado,Central,Major Market,20.0,62.0,108.0,46.0,42.0,15.0,415.0,30.0,30.0,60.0,90.0,10,08/01/10 00:00:00,Herbal Tea,Mint,Decaf
303,Colorado,Central,Major Market,29.0,73.0,127.0,54.0,44.0,17.0,424.0,30.0,50.0,60.0,110.0,10,12/01/10 00:00:00,Herbal Tea,Mint,Decaf
303,Colorado,Central,Major Market,28.0,62.0,107.0,46.0,39.0,15.0,415.0,30.0,30.0,60.0,90.0,10,08/01/11 00:00:00,Herbal Tea,Mint,Decaf
303,Colorado,Central,Major Market,13.0,67.0,121.0,54.0,54.0,20.0,337.0,20.0,40.0,60.0,100.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular
303,Colorado,Central,Major Market,13.0,66.0,120.0,54.0,53.0,20.0,404.0,30.0,30.0,50.0,80.0,11,10/01/10 00:00:00,Tea,Darjeeling,Regular
303,Colorado,Central,Major Market,6.0,57.0,103.0,46.0,51.0,17.0,422.0,10.0,30.0,50.0,80.0,11,12/01/10 00:00:00,Tea,Darjeeling,Regular
303,Colorado,Central,Major Market,9.0,57.0,110.0,46.0,51.0,17.0,422.0,10.0,30.0,50.0,80.0,11,12/01/11 00:00:00,Tea,Darjeeling,Regular
303,Colorado,Central,Major Market,36.0,76.0,140.0,64.0,40.0,19.0,965.0,40.0,50.0,70.0,120.0,12,01/01/10 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,32.0,73.0,135.0,62.0,41.0,19.0,952.0,30.0,50.0,60.0,110.0,12,03/01/10 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,27.0,66.0,122.0,56.0,39.0,17.0,992.0,30.0,40.0,60.0,100.0,12,05/01/10 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,27.0,64.0,118.0,54.0,37.0,16.0,1037.0,40.0,30.0,50.0,80.0,12,10/01/10 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,26.0,63.0,116.0,53.0,37.0,16.0,1054.0,20.0,40.0,50.0,90.0,12,12/01/10 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,50.0,75.0,147.0,63.0,41.0,19.0,965.0,40.0,50.0,70.0,120.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular
303,Colorado,Central,Major Market,37.0,66.0,121.0,56.0,36.0,17.0,992.0,30.0,40.0,60.0,100.0,12,05/01/11 00:00:00,Tea,Earl Grey,Regular
305,Florida,East,Major Market,73.0,134.0,222.0,88.0,61.0,29.0,653.0,90.0,80.0,130.0,210.0,2,04/01/10 00:00:00,Coffee,Columbian,Regular
305,Florida,East,Major Market,144.0,172.0,283.0,114.0,63.0,37.0,822.0,120.0,100.0,170.0,270.0,2,07/01/11 00:00:00,Coffee,Columbian,Regular
305,Florida,East,Major Market,71.0,120.0,206.0,86.0,49.0,26.0,490.0,70.0,80.0,110.0,190.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
305,Florida,East,Major Market,16.0,128.0,220.0,92.0,112.0,83.0,541.0,40.0,80.0,130.0,210.0,5,02/01/10 00:00:00,Espresso,Caffe Mocha,Regular
305,Florida,East,Major Market,21.0,145.0,250.0,105.0,124.0,95.0,716.0,30.0,100.0,140.0,240.0,5,12/01/10 00:00:00,Espresso,Caffe Mocha,Regular
305,Florida,East,Major Market,31.0,145.0,266.0,105.0,124.0,95.0,716.0,30.0,100.0,140.0,240.0,5,12/01/11 00:00:00,Espresso,Caffe Mocha,Regular
305,Florida,East,Major Market,78.0,103.0,201.0,77.0,56.0,25.0,432.0,60.0,70.0,100.0,170.0,6,01/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
305,Florida,East,Major Market,31.0,58.0,103.0,45.0,27.0,14.0,605.0,30.0,30.0,50.0,80.0,8,04/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
305,Florida,East,Major Market,15.0,70.0,127.0,57.0,55.0,21.0,313.0,20.0,40.0,50.0,90.0,9,04/01/10 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,17.0,72.0,130.0,58.0,55.0,22.0,338.0,30.0,40.0,60.0,100.0,9,05/01/10 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,20.0,77.0,140.0,63.0,57.0,23.0,397.0,30.0,40.0,60.0,100.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,24.0,82.0,149.0,67.0,58.0,25.0,391.0,20.0,50.0,60.0,110.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,36.0,82.0,159.0,67.0,58.0,25.0,391.0,20.0,50.0,60.0,110.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,34.0,80.0,155.0,65.0,57.0,24.0,403.0,20.0,40.0,60.0,100.0,9,12/01/11 00:00:00,Herbal Tea,Lemon,Decaf
305,Florida,East,Major Market,49.0,96.0,177.0,81.0,47.0,25.0,1046.0,40.0,60.0,70.0,130.0,10,06/01/10 00:00:00,Herbal Tea,Mint,Decaf
305,Florida,East,Major Market,70.0,123.0,226.0,103.0,53.0,31.0,1073.0,70.0,70.0,100.0,170.0,10,08/01/10 00:00:00,Herbal Tea,Mint,Decaf
305,Florida,East,Major Market,48.0,94.0,174.0,80.0,46.0,24.0,1055.0,40.0,40.0,50.0,90.0,10,10/01/10 00:00:00,Herbal Tea,Mint,Decaf
309,Illinois,Central,Major Market,129.0,225.0,387.0,162.0,96.0,53.0,1148.0,140.0,170.0,230.0,400.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
309,Illinois,Central,Major Market,87.0,139.0,234.0,95.0,52.0,30.0,608.0,100.0,100.0,140.0,240.0,3,01/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
309,Illinois,Central,Major Market,116.0,178.0,301.0,123.0,62.0,39.0,611.0,130.0,130.0,180.0,310.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
309,Illinois,Central,Major Market,207.0,222.0,373.0,154.0,67.0,49.0,817.0,170.0,160.0,230.0,390.0,3,08/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
309,Illinois,Central,Major Market,203.0,312.0,546.0,234.0,109.0,77.0,1310.0,260.0,270.0,370.0,640.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
309,Illinois,Central,Major Market,326.0,335.0,626.0,252.0,115.0,83.0,1316.0,280.0,290.0,400.0,690.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
309,Illinois,Central,Major Market,326.0,336.0,628.0,253.0,116.0,83.0,1686.0,280.0,290.0,400.0,690.0,5,09/01/11 00:00:00,Espresso,Caffe Mocha,Regular
309,Illinois,Central,Major Market,226.0,261.0,516.0,260.0,90.0,72.0,1715.0,210.0,300.0,310.0,610.0,6,06/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
309,Illinois,Central,Major Market,133.0,179.0,302.0,123.0,46.0,34.0,959.0,130.0,110.0,170.0,280.0,8,12/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
309,Illinois,Central,Major Market,133.0,178.0,301.0,123.0,45.0,34.0,947.0,140.0,100.0,160.0,260.0,10,06/01/10 00:00:00,Herbal Tea,Mint,Decaf
309,Illinois,Central,Major Market,143.0,191.0,323.0,132.0,48.0,36.0,994.0,140.0,110.0,170.0,280.0,10,08/01/10 00:00:00,Herbal Tea,Mint,Decaf
309,Illinois,Central,Major Market,151.0,139.0,249.0,95.0,37.0,26.0,799.0,100.0,80.0,120.0,200.0,10,03/01/11 00:00:00,Herbal Tea,Mint,Decaf
309,Illinois,Central,Major Market,79.0,112.0,189.0,77.0,33.0,21.0,449.0,80.0,60.0,100.0,160.0,11,02/01/10 00:00:00,Tea,Darjeeling,Regular
309,Illinois,Central,Major Market,53.0,79.0,133.0,54.0,26.0,15.0,601.0,50.0,40.0,70.0,110.0,11,12/01/10 00:00:00,Tea,Darjeeling,Regular
309,Illinois,Central,Major Market,123.0,117.0,211.0,81.0,34.0,22.0,460.0,80.0,60.0,110.0,170.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular
309,Illinois,Central,Major Market,46.0,81.0,134.0,54.0,45.0,17.0,641.0,30.0,40.0,70.0,110.0,12,06/01/11 00:00:00,Tea,Earl Grey,Regular
309,Illinois,Central,Major Market,88.0,114.0,201.0,75.0,55.0,24.0,659.0,50.0,60.0,90.0,150.0,12,11/01/11 00:00:00,Tea,Earl Grey,Regular
310,California,West,Major Market,-182.0,-26.0,132.0,144.0,96.0,47.0,862.0,-120.0,180.0,-40.0,140.0,3,01/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
